Date,GBP,IDR,BRZ,EU,JPY,RUB,INR,CNY
2013-03-18 00:00:00,0.66049,9730.0,1.9913,0.7731,95.22,30.885,54.287,6.2162
2013-03-25 00:00:00,0.66021,9733.0,2.0142,0.77869,94.41,30.934,54.364,6.2141
2013-04-01 00:00:00,0.65948,9747.0,2.0179,0.77773,94.6,31.485,54.589,6.198
2013-04-08 00:00:00,0.65205,9715.0,1.9809,0.76546,99.05,31.027,54.53,6.1976
2013-04-15 00:00:00,0.65348,9715.0,1.9944,0.76336,98.23,31.452,54.176,6.1802
2013-04-22 00:00:00,0.65217,9720.0,2.0134,0.76793,99.19,31.468,54.236,6.1742
2013-04-29 00:00:00,0.64358,9729.0,2.0025,0.76208,97.79,31.113,53.908,6.1608
2013-05-06 00:00:00,0.64491,9732.0,2.0112,0.76359,99.54,31.149,54.31,6.147
2013-05-13 00:00:00,0.65488,9750.0,2.0201,0.77429,102.2,31.381,54.78,6.1449
2013-05-20 00:00:00,0.66116,9774.0,2.0429,0.77555,102.33,31.308,55.505,6.1344
2013-05-27 00:00:00,0.66027,9802.0,2.0764,0.77184,101.21,31.582,56.132,6.1284
2013-06-03 00:00:00,0.64979,9802.0,2.1245,0.76283,98.95,32.084,56.789,6.1315
2013-06-10 00:00:00,0.64084,9881.0,2.1391,0.7533,96.29,32.191,58.005,6.1333
2013-06-17 00:00:00,0.64176,9911.0,2.2005,0.75194,96.14,32.251,58.885,6.1285
2013-06-24 00:00:00,0.65156,9935.0,2.2142,0.76505,98.08,32.83,59.947,6.1449
2013-07-01 00:00:00,0.66025,9948.0,2.2504,0.77065,99.81,33.15,60.005,6.1309
2013-07-08 00:00:00,0.66755,9967.0,2.2598,0.77399,100.3,32.902,59.999,6.1334
2013-07-15 00:00:00,0.65944,10078.0,2.2405,0.76359,100.04,32.478,59.533,6.1377
2013-07-22 00:00:00,0.65187,10223.0,2.2387,0.75694,99.71,32.459,59.334,6.1359
2013-07-29 00:00:00,0.65562,10274.0,2.28,0.75449,98.44,32.968,60.367,6.1303
2013-08-05 00:00:00,0.64783,10284.0,2.2943,0.75103,97.3,32.934,60.916,6.1216
2013-08-12 00:00:00,0.64396,10366.0,2.3102,0.75245,97.76,33.011,61.407,6.1181
2013-08-19 00:00:00,0.63996,10857.0,2.4098,0.7485,98.11,33.031,64.057,6.1226
2013-08-26 00:00:00,0.64489,11218.0,2.3731,0.75137,98.02,33.175,66.819,6.1212
2013-09-02 00:00:00,0.64126,11492.0,2.3595,0.75907,99.51,33.401,66.578,6.1196
2013-09-09 00:00:00,0.63474,11300.0,2.2818,0.75432,99.82,32.896,63.906,6.1196
2013-09-16 00:00:00,0.62564,11065.0,2.2358,0.74488,99.12,32.075,62.764,6.1204
2013-09-23 00:00:00,0.62336,11291.0,2.2229,0.74052,98.69,32.082,62.544,6.1207
2013-09-30 00:00:00,0.6185,11329.0,2.2187,0.7379,97.55,32.251,62.264,6.1207
2013-10-07 00:00:00,0.62424,11112.0,2.1993,0.7379,97.51,32.276,61.548,6.1198
2013-10-14 00:00:00,0.62286,11007.0,2.1702,0.73567,98.12,32.13,61.473,6.1005
2013-10-21 00:00:00,0.61905,10906.0,2.1854,0.72807,97.72,31.821,61.551,6.0886
2013-10-28 00:00:00,0.62268,11172.0,2.2007,0.73041,98.1,32.051,61.486,6.0925
2013-11-04 00:00:00,0.62297,11359.0,2.2721,0.74278,98.46,32.421,62.364,6.0949
2013-11-11 00:00:00,0.62524,11502.0,2.3229,0.74477,99.69,32.763,63.372,6.0922
2013-11-18 00:00:00,0.61958,11584.0,2.2846,0.74036,100.38,32.756,62.56,6.0932
2013-11-25 00:00:00,0.6148,11768.0,2.3071,0.73681,101.92,33.055,62.393,6.0931
2013-12-02 00:00:00,0.61069,11859.0,2.3592,0.73573,102.44,33.111,61.985,6.0903
2013-12-09 00:00:00,0.61067,11944.0,2.3232,0.72738,102.9,32.765,61.529,6.0725
2013-12-16 00:00:00,0.61218,12064.0,2.3409,0.72892,103.55,32.942,62.031,6.072
2013-12-23 00:00:00,0.60933,12151.0,2.361,0.72817,104.38,32.657,61.866,6.0699
2013-12-30 00:00:00,0.60673,12164.0,2.3679,0.72908,104.99,32.96,62.066,6.056
2014-01-06 00:00:00,0.60894,12092.0,2.3817,0.73492,104.75,33.195,62.093,6.0523
2014-01-13 00:00:00,0.60956,11995.0,2.3597,0.73411,104.07,33.38,61.518,6.0479
2014-01-20 00:00:00,0.60601,12139.0,2.3694,0.73546,103.9,34.024,61.999,6.0513
2014-01-27 00:00:00,0.60512,12169.0,2.4209,0.73524,102.66,34.971,62.701,6.0556
2014-02-03 00:00:00,0.61323,12189.0,2.4048,0.73932,101.63,34.936,62.487,6.0611
2014-02-10 00:00:00,0.60434,12042.0,2.4063,0.73239,102.1,34.911,62.194,6.0628
2014-02-17 00:00:00,0.59937,11785.0,2.3917,0.72897,102.18,35.553,62.137,6.0767
2014-02-24 00:00:00,0.59952,11636.0,2.3391,0.72796,102.15,35.91,61.971,6.1238
2014-03-03 00:00:00,0.59811,11523.0,2.3311,0.72564,102.26,36.232,61.563,6.1324
2014-03-10 00:00:00,0.60125,11413.0,2.3494,0.71999,102.68,36.488,61.077,6.1425
2014-03-17 00:00:00,0.60378,11366.0,2.3442,0.72187,101.9,36.238,61.128,6.2037
2014-03-24 00:00:00,0.60385,11393.0,2.3015,0.72601,102.39,35.731,60.396,6.2058
2014-03-31 00:00:00,0.60161,11320.0,2.2697,0.72627,103.63,35.343,60.019,6.2105
2014-04-07 00:00:00,0.59849,11360.0,2.2123,0.72432,102.12,35.637,60.155,6.2068
2014-04-14 00:00:00,0.59662,11430.0,2.2257,0.72301,102.05,35.95,60.27,6.2204
2014-04-21 00:00:00,0.59494,11586.0,2.2327,0.72327,102.31,35.793,60.921,6.2445
2014-04-28 00:00:00,0.59375,11551.0,2.2357,0.72202,102.53,35.781,60.383,6.2581
2014-05-05 00:00:00,0.59087,11528.0,2.2245,0.71963,101.77,35.377,60.046,6.2323
2014-05-12 00:00:00,0.59481,11455.0,2.215,0.7295,101.89,34.87,59.469,6.2321
2014-05-19 00:00:00,0.59333,11506.0,2.2157,0.7311,101.44,34.382,58.576,6.2364
2014-05-26 00:00:00,0.59633,11627.0,2.2314,0.73421,101.82,34.516,58.906,6.2463
2014-06-02 00:00:00,0.59652,11825.0,2.2646,0.73432,102.41,34.925,59.267,6.2516
2014-06-09 00:00:00,0.59413,11795.0,2.2341,0.73784,102.18,34.367,59.308,6.2242
2014-06-16 00:00:00,0.58857,11921.0,2.2385,0.7367,102.01,34.534,60.174,6.2285
2014-06-23 00:00:00,0.58804,12037.0,2.2133,0.7347,101.76,33.843,60.135,6.2268
2014-06-30 00:00:00,0.58394,11892.0,2.2121,0.73276,101.68,34.217,59.837,6.2066
2014-07-07 00:00:00,0.58431,11627.0,2.2204,0.73546,101.61,34.221,59.954,6.2028
2014-07-14 00:00:00,0.58426,11685.0,2.2242,0.73725,101.54,34.611,60.152,6.2058
2014-07-21 00:00:00,0.58718,11555.0,2.2232,0.74212,101.57,34.996,60.163,6.2014
2014-07-28 00:00:00,0.59127,11628.0,2.2454,0.74588,102.39,35.602,60.424,6.179
2014-08-04 00:00:00,0.59407,11768.0,2.2755,0.74733,102.38,36.108,61.146,6.1664
2014-08-11 00:00:00,0.59779,11689.0,2.2744,0.74789,102.37,36.07,61.072,6.1541
2014-08-18 00:00:00,0.60113,11690.0,2.2613,0.75131,103.23,36.207,60.699,6.1471
2014-08-25 00:00:00,0.60294,11702.0,2.2637,0.75832,103.88,36.414,60.534,6.1486
2014-09-01 00:00:00,0.60738,11753.0,2.2427,0.76499,104.93,37.119,60.462,6.1427
2014-09-08 00:00:00,0.61832,11806.0,2.2827,0.77357,106.47,37.398,60.711,6.1345
2014-09-15 00:00:00,0.61397,11974.0,2.3506,0.77471,107.86,38.427,60.999,6.1422
2014-09-22 00:00:00,0.61183,11991.0,2.4043,0.78119,108.94,38.567,61.105,6.1362
2014-09-29 00:00:00,0.61865,12176.0,2.4699,0.79195,109.38,39.613,61.767,6.1422
2014-10-06 00:00:00,0.62203,12214.0,2.3982,0.79089,108.31,40.031,61.315,6.1362
2014-10-13 00:00:00,0.62467,12200.0,2.43,0.7866,106.69,40.795,61.432,6.1255
2014-10-20 00:00:00,0.62173,12027.0,2.4822,0.78672,107.25,41.339,61.219,6.1206
2014-10-27 00:00:00,0.6222,12122.0,2.4635,0.79008,108.94,42.556,61.326,6.1139
2014-11-03 00:00:00,0.62771,12158.0,2.5306,0.80135,114.37,44.695,61.487,6.1173
2014-11-10 00:00:00,0.63311,12200.0,2.5721,0.80295,115.45,46.469,61.562,6.1253
2014-11-17 00:00:00,0.63818,12140.0,2.58,0.79994,117.33,46.599,61.833,6.1239
2014-11-24 00:00:00,0.63638,12178.0,2.5255,0.80295,117.99,46.714,61.932,6.1398
2014-12-01 00:00:00,0.63764,12301.0,2.5682,0.80782,119.48,53.16,61.886,6.1514
2014-12-08 00:00:00,0.63811,12390.0,2.6139,0.80782,119.3,54.924,62.17,6.1831
2014-12-15 00:00:00,0.63808,12678.0,2.6892,0.80678,118.06,64.118,63.447,6.204
2014-12-22 00:00:00,0.64271,12449.0,2.6676,0.81766,120.18,54.777,63.324,6.2217
2014-12-29 00:00:00,0.64388,12438.0,2.6707,0.82406,120.07,57.684,63.422,6.211
2015-01-05 00:00:00,0.66006,12654.0,2.6897,0.84402,119.45,61.708,63.023,6.214
2015-01-12 00:00:00,0.65843,12589.0,2.6306,0.85244,117.49,64.92,62.011,6.1994
2015-01-19 00:00:00,0.66132,12522.0,2.6049,0.86813,117.81,64.855,61.609,6.2166
2015-01-26 00:00:00,0.66206,12558.0,2.6068,0.88472,117.9,68.232,61.626,6.248
2015-02-02 00:00:00,0.65865,12637.0,2.7169,0.87735,117.44,67.118,61.773,6.2523
2015-02-09 00:00:00,0.65391,12761.0,2.8342,0.88347,119.28,65.773,62.225,6.2428
2015-02-16 00:00:00,0.64968,12816.0,2.8448,0.87904,118.85,62.306,62.23,6.2535
2015-02-23 00:00:00,0.6475,12906.0,2.8743,0.88449,119.11,62.328,62.01,6.2599
2015-03-02 00:00:00,0.65347,12975.0,2.9455,0.90009,119.88,61.391,62.156,6.2694
2015-03-09 00:00:00,0.66704,13137.0,3.136,0.93703,121.19,61.173,62.746,6.2621
2015-03-16 00:00:00,0.67622,13138.0,3.2525,0.93923,121.09,61.097,62.657,6.2283
2015-03-23 00:00:00,0.67117,12987.0,3.1687,0.91449,119.41,57.684,62.445,6.2129
2015-03-30 00:00:00,0.67616,13043.0,3.2156,0.92618,119.9,57.716,62.46,6.2008
2015-04-06 00:00:00,0.67504,12939.0,3.0887,0.92911,120.08,53.183,62.28,6.2043
2015-04-13 00:00:00,0.67621,12911.0,3.0644,0.9395,119.6,51.132,62.367,6.2048
2015-04-20 00:00:00,0.66668,12932.0,3.0157,0.93006,119.53,52.486,63.145,6.199
2015-04-27 00:00:00,0.65366,12957.0,2.9455,0.90975,119.12,51.699,63.408,6.2067
2015-05-04 00:00:00,0.65703,13082.0,3.0576,0.89246,119.98,50.866,63.756,6.2043
2015-05-11 00:00:00,0.63844,13130.0,3.0198,0.88731,119.73,50.35,63.894,6.2064
2015-05-18 00:00:00,0.64093,13141.0,3.0193,0.8931,120.55,49.62,63.647,6.2016
2015-05-25 00:00:00,0.65123,13208.0,3.1408,0.91516,123.21,51.429,63.829,6.2009
2015-06-01 00:00:00,0.65387,13249.0,3.1529,0.89863,124.41,54.2,63.851,6.1999
2015-06-08 00:00:00,0.64957,13320.0,3.1156,0.89063,123.94,55.178,64.002,6.207
2015-06-15 00:00:00,0.63613,13330.0,3.0963,0.88629,123.34,54.223,63.981,6.2086
2015-06-22 00:00:00,0.63445,13302.0,3.0983,0.89015,123.65,54.488,63.582,6.2086
2015-06-29 00:00:00,0.63856,13342.0,3.1222,0.89952,122.99,55.593,63.603,6.2038
2015-07-06 00:00:00,0.64699,13332.0,3.1856,0.9058,122.11,56.867,63.466,6.2098
2015-07-13 00:00:00,0.64195,13339.0,3.1522,0.91166,123.66,56.792,63.458,6.2092
2015-07-20 00:00:00,0.64247,13420.0,3.2361,0.91642,124.06,57.407,63.758,6.2091
2015-07-27 00:00:00,0.6415,13491.0,3.364,0.90851,123.88,59.986,64.034,6.2095
2015-08-03 00:00:00,0.64214,13511.0,3.4797,0.91516,124.42,63.351,63.824,6.2096
2015-08-10 00:00:00,0.64128,13704.0,3.4881,0.90171,124.45,64.429,64.61,6.3425
2015-08-17 00:00:00,0.63832,13875.0,3.4882,0.89823,123.93,66.522,65.473,6.3923
2015-08-24 00:00:00,0.64154,14042.0,3.5662,0.87789,120.08,68.83,66.258,6.4047
2015-08-31 00:00:00,0.65328,14139.0,3.7176,0.89166,120.19,66.767,66.326,6.3627
2015-09-07 00:00:00,0.65063,14286.0,3.8326,0.89445,120.38,68.143,66.534,6.3727
2015-09-14 00:00:00,0.6456,14407.0,3.8591,0.88363,120.17,66.355,66.219,6.368
2015-09-21 00:00:00,0.65238,14614.0,4.0186,0.89373,120.24,66.081,66.0,6.377
2015-09-28 00:00:00,0.65938,14657.0,4.0102,0.89461,120.06,65.706,65.743,6.3601
2015-10-05 00:00:00,0.65552,13957.0,3.8637,0.88747,120.16,63.098,65.097,6.3542
2015-10-12 00:00:00,0.65055,13533.0,3.8189,0.87789,119.35,62.19,64.924,6.3421
2015-10-19 00:00:00,0.64702,13652.0,3.9079,0.88566,119.93,62.296,64.992,6.3536
2015-10-26 00:00:00,0.65321,13631.0,3.8956,0.90736,120.66,63.939,65.118,6.3489
2015-11-02 00:00:00,0.65204,13570.0,3.8058,0.91424,121.27,63.417,65.718,6.3421
2015-11-09 00:00:00,0.65964,13641.0,3.7839,0.93119,123.08,65.229,66.275,6.3667
2015-11-16 00:00:00,0.65672,13739.0,3.7841,0.93572,123.15,65.269,66.128,6.3799
2015-11-23 00:00:00,0.66267,13737.0,3.739,0.94233,122.73,65.919,66.472,6.3897
2015-11-30 00:00:00,0.66459,13822.0,3.8322,0.93694,123.14,67.017,66.634,6.3989
2015-12-07 00:00:00,0.66321,14000.0,3.7846,0.91709,122.35,69.371,66.831,6.4292
2015-12-14 00:00:00,0.66552,14023.0,3.8991,0.916,121.48,70.695,66.683,6.472
2015-12-21 00:00:00,0.67147,13693.0,3.9669,0.91567,120.89,70.825,66.246,6.4779
2015-12-28 00:00:00,0.67402,13749.0,3.9089,0.91475,120.44,72.889,66.242,6.4877
2016-01-04 00:00:00,0.6829,13918.0,4.0297,0.92396,118.47,74.046,66.731,6.5586
2016-01-11 00:00:00,0.69309,13877.0,4.022,0.92005,117.75,76.346,67.156,6.5811
2016-01-18 00:00:00,0.70328,13887.0,4.0836,0.91962,117.42,80.43,67.783,6.5788
2016-01-25 00:00:00,0.70006,13826.0,4.0789,0.91971,119.02,78.056,67.959,6.5779
2016-02-01 00:00:00,0.69065,13650.0,3.9404,0.9067,119.07,77.505,67.854,6.5769
2016-02-08 00:00:00,0.69197,13541.0,3.9254,0.88944,114.2,78.849,68.124,6.5753
2016-02-15 00:00:00,0.69615,13458.0,4.0181,0.89831,113.78,76.653,68.397,6.5155
2016-02-22 00:00:00,0.71372,13414.0,3.9608,0.90843,112.51,75.945,68.648,6.5315
2016-02-29 00:00:00,0.71343,13277.0,3.895,0.91768,113.64,74.002,67.613,6.5428
2016-03-07 00:00:00,0.70402,13103.0,3.7118,0.91075,113.42,71.126,67.099,6.5117
2016-03-14 00:00:00,0.69898,13122.0,3.6849,0.89477,112.64,69.673,66.916,6.4979
2016-03-21 00:00:00,0.70304,13210.0,3.6453,0.8927,112.14,68.413,66.718,6.4972
2016-03-28 00:00:00,0.69719,13233.0,3.6293,0.8823,112.6,67.798,66.378,6.4773
2016-04-04 00:00:00,0.70791,13187.0,3.6435,0.88013,109.91,68.179,66.492,6.4768
2016-04-11 00:00:00,0.70368,13149.0,3.5208,0.88308,108.83,66.266,66.519,6.4739
2016-04-18 00:00:00,0.69712,13151.0,3.542,0.88269,109.45,66.014,66.43,6.4767
2016-04-25 00:00:00,0.68614,13196.0,3.5252,0.88316,109.75,65.371,66.504,6.4895
2016-05-02 00:00:00,0.68659,13278.0,3.5305,0.87055,106.62,65.863,66.503,6.4931
2016-05-09 00:00:00,0.69289,13296.0,3.4809,0.8785,108.87,65.654,66.669,6.5148
2016-05-16 00:00:00,0.68879,13451.0,3.5375,0.88755,109.62,65.71,67.118,6.5363
2016-05-23 00:00:00,0.68396,13616.0,3.5705,0.89501,109.81,66.121,67.338,6.5584
2016-05-30 00:00:00,0.68857,13630.0,3.591,0.8959,109.87,66.593,67.268,6.5809
2016-06-06 00:00:00,0.69035,13280.0,3.4476,0.88152,107.02,64.602,66.762,6.5651
2016-06-13 00:00:00,0.70517,13354.0,3.4704,0.89047,105.39,65.715,67.183,6.5876
2016-06-20 00:00:00,0.68861,13269.0,3.3871,0.88676,104.39,64.385,67.543,6.5885
2016-06-27 00:00:00,0.74937,13196.0,3.2954,0.90253,102.42,64.505,67.662,6.6473
2016-07-04 00:00:00,0.76485,13160.0,3.3044,0.90082,101.32,64.16,67.373,6.6783
2016-07-11 00:00:00,0.75559,13081.0,3.2767,0.9009,104.48,63.654,67.028,6.6862
2016-07-18 00:00:00,0.75935,13104.0,3.2604,0.90695,106.16,63.577,67.166,6.6837
2016-07-25 00:00:00,0.76099,13132.0,3.2747,0.90621,104.85,66.129,67.174,6.6655
2016-08-01 00:00:00,0.75591,13104.0,3.2392,0.89526,101.45,66.159,66.791,6.637
2016-08-08 00:00:00,0.76893,13108.0,3.1556,0.89831,101.82,64.725,66.815,6.6479
2016-08-15 00:00:00,0.7677,13130.0,3.2019,0.88652,100.42,64.051,66.898,6.6348
2016-08-22 00:00:00,0.75827,13239.0,3.2172,0.88503,100.35,64.696,67.088,6.655
2016-08-29 00:00:00,0.75929,13268.0,3.2483,0.8959,103.02,65.26,66.987,6.6778
2016-09-05 00:00:00,0.74894,13096.0,3.2287,0.89103,102.56,64.496,66.487,6.6725
2016-09-12 00:00:00,0.75612,13171.0,3.2984,0.89015,102.2,64.996,66.933,6.677
2016-09-19 00:00:00,0.76812,13119.0,3.2336,0.89366,101.22,64.177,66.847,6.6703
2016-09-26 00:00:00,0.7701,12987.0,3.2383,0.89142,100.83,63.604,66.612,6.6701
2016-10-03 00:00:00,0.78965,13003.0,3.2339,0.89389,102.89,62.393,66.606,6.6717
2016-10-10 00:00:00,0.81489,13036.0,3.2026,0.90416,103.81,62.727,66.708,6.7193
2016-10-17 00:00:00,0.81757,13033.0,3.178,0.91191,103.78,62.612,66.779,6.7428
2016-10-24 00:00:00,0.81881,13024.0,3.14,0.91684,104.59,62.486,66.825,6.7764
2016-10-31 00:00:00,0.81077,13059.0,3.2188,0.90539,103.88,63.492,66.726,6.7642
2016-11-07 00:00:00,0.80312,13213.0,3.2665,0.91042,105.23,64.051,66.782,6.7898
2016-11-14 00:00:00,0.80426,13399.0,3.4251,0.93301,109.0,65.219,67.89,6.8664
2016-11-21 00:00:00,0.80492,13484.0,3.3841,0.94357,111.82,64.307,68.494,6.9038
2016-11-28 00:00:00,0.79851,13543.0,3.4208,0.94215,113.4,64.5,68.504,6.8931
2016-12-05 00:00:00,0.78976,13351.0,3.4168,0.93484,114.26,63.537,67.712,6.8866
2016-12-12 00:00:00,0.79461,13348.0,3.3561,0.94859,116.44,61.333,67.606,6.9219
2016-12-19 00:00:00,0.8106,13443.0,3.3329,0.95979,117.55,61.389,67.921,6.9499
2016-12-26 00:00:00,0.81583,13449.0,3.2675,0.95602,117.22,60.707,68.045,6.953
2017-01-02 00:00:00,0.81287,13423.0,3.2384,0.95465,117.14,60.263,68.101,6.9293
2017-01-09 00:00:00,0.82138,13309.0,3.1956,0.94473,115.49,59.765,68.185,6.9182
2017-01-16 00:00:00,0.81627,13365.0,3.2119,0.93914,114.15,59.514,68.108,6.8678
2017-01-23 00:00:00,0.79898,13353.0,3.1698,0.9331,113.98,59.711,68.12,6.8747
2017-01-30 00:00:00,0.79765,13350.0,3.1283,0.93067,113.33,59.756,67.522,6.8775
2017-02-06 00:00:00,0.80183,13300.0,3.1197,0.93677,112.47,58.982,67.078,6.8724
2017-02-13 00:00:00,0.80176,13320.0,3.0856,0.94144,113.58,57.703,66.953,6.8658
2017-02-20 00:00:00,0.80149,13346.0,3.0863,0.94607,112.96,57.914,66.835,6.8767
2017-02-27 00:00:00,0.81078,13360.0,3.1113,0.94706,113.38,58.343,66.754,6.881
2017-03-06 00:00:00,0.82009,13374.0,3.142,0.94554,114.45,58.62,66.686,6.9067
2017-03-13 00:00:00,0.81598,13350.0,3.1349,0.93668,114.14,58.628,65.677,6.9091
2017-03-20 00:00:00,0.80298,13322.0,3.1053,0.92678,111.64,57.499,65.382,6.8915
2017-03-27 00:00:00,0.79921,13309.0,3.1331,0.92721,110.88,56.676,64.962,6.8862
2017-04-03 00:00:00,0.80239,13324.0,3.1203,0.93835,110.83,56.377,64.782,6.8936
2017-04-10 00:00:00,0.80199,13276.0,3.1353,0.94277,110.14,56.895,64.539,6.8963
2017-04-17 00:00:00,0.78287,13318.0,3.1277,0.93353,109.0,56.212,64.602,6.885
2017-04-24 00:00:00,0.77795,13299.0,3.1566,0.91836,111.01,56.505,64.248,6.8899
2017-05-01 00:00:00,0.7741,13319.0,3.1736,0.91491,112.44,57.704,64.24,6.897
2017-05-08 00:00:00,0.77477,13337.0,3.1712,0.91836,113.6,57.763,64.438,6.903
2017-05-15 00:00:00,0.77145,13338.0,3.1546,0.90163,112.23,56.866,64.372,6.8899
2017-05-22 00:00:00,0.77216,13296.0,3.2726,0.8919,111.43,56.579,64.655,6.8793
2017-05-29 00:00:00,0.77785,13313.0,3.2484,0.89254,111.12,56.641,64.511,6.8307
2017-06-05 00:00:00,0.77616,13296.0,3.2745,0.89079,109.99,56.788,64.333,6.7983
2017-06-12 00:00:00,0.78548,13296.0,3.2899,0.89326,110.33,57.217,64.427,6.8021
2017-06-19 00:00:00,0.7869,13303.0,3.3178,0.89534,111.26,59.297,64.512,6.8284
2017-06-26 00:00:00,0.77764,13320.0,3.3034,0.88238,112.05,59.179,64.545,6.8038
2017-07-03 00:00:00,0.77352,13386.0,3.3071,0.87951,113.37,59.813,64.744,6.7997
2017-07-10 00:00:00,0.77422,13368.0,3.2392,0.87604,113.65,60.267,64.489,6.7918
2017-07-17 00:00:00,0.7687,13316.0,3.1536,0.86693,112.01,59.065,64.353,6.7627
2017-07-24 00:00:00,0.76454,13322.0,3.1494,0.85602,111.33,59.759,64.29,6.7474
2017-07-31 00:00:00,0.7596,13319.0,3.1232,0.8461,110.47,60.343,63.852,6.7232
2017-08-07 00:00:00,0.76886,13337.0,3.1439,0.84976,109.96,60.002,63.92,6.6832
2017-08-14 00:00:00,0.77552,13361.0,3.1752,0.85193,109.99,59.582,64.146,6.6798
2017-08-21 00:00:00,0.77911,13346.0,3.149,0.84825,109.3,59.108,64.075,6.6625
2017-08-28 00:00:00,0.77402,13339.0,3.1571,0.83843,109.76,58.393,63.983,6.5943
2017-09-04 00:00:00,0.76595,13292.0,3.1119,0.83675,108.84,57.489,64.017,6.511
2017-09-11 00:00:00,0.74983,13218.0,3.1185,0.83675,110.04,57.493,64.036,6.5404
2017-09-18 00:00:00,0.73911,13290.0,3.1278,0.83619,111.72,57.833,64.469,6.5822
2017-09-25 00:00:00,0.74447,13420.0,3.169,0.84774,112.44,57.81,65.411,6.6419
2017-10-02 00:00:00,0.75707,13506.0,3.1509,0.85128,112.71,57.764,65.27,6.6464
2017-10-09 00:00:00,0.75801,13510.0,3.1712,0.84688,112.34,57.892,65.145,6.5943
2017-10-16 00:00:00,0.75743,13505.0,3.1704,0.84796,112.52,57.398,64.971,6.6144
2017-10-23 00:00:00,0.75867,13577.0,3.2393,0.85259,113.94,57.721,64.994,6.6421
2017-10-30 00:00:00,0.7579,13549.0,3.2676,0.85962,113.84,58.253,64.673,6.6246
2017-11-06 00:00:00,0.76146,13527.0,3.2659,0.8617,113.69,59.148,64.959,6.6364
2017-11-13 00:00:00,0.76028,13541.0,3.2748,0.85027,113.04,59.73,65.283,6.6333
2017-11-20 00:00:00,0.7535,13513.0,3.2499,0.84782,111.84,58.897,64.833,6.6124
2017-11-27 00:00:00,0.7463,13515.0,3.237,0.84175,111.78,58.363,64.44,6.6056
2017-12-04 00:00:00,0.74479,13535.0,3.2546,0.84667,112.77,59.02,64.472,6.6176
2017-12-11 00:00:00,0.74748,13581.0,3.3131,0.84818,112.99,58.921,64.329,6.6147
2017-12-18 00:00:00,0.74755,13571.0,3.2972,0.84495,113.05,58.54,64.09,6.5921
2017-12-25 00:00:00,0.74278,13552.0,3.3058,0.83745,112.91,57.725,64.035,6.5327
2018-01-01 00:00:00,0.73772,13444.0,3.2543,0.82988,112.59,57.244,63.438,6.4945
2018-01-08 00:00:00,0.7384,13407.0,3.2334,0.83264,111.97,56.953,63.621,6.4983
2018-01-15 00:00:00,0.72393,13332.0,3.2136,0.81699,110.79,56.575,63.837,6.4283
2018-01-22 00:00:00,0.7092,13324.0,3.1804,0.81057,109.78,56.231,63.708,6.3678
2018-01-29 00:00:00,0.70592,13409.0,3.1722,0.80373,109.17,56.251,63.773,6.3059
2018-02-05 00:00:00,0.7178,13588.0,3.2599,0.81129,109.43,57.459,64.258,6.296
2018-02-12 00:00:00,0.71735,13587.0,3.2658,0.80775,107.25,57.236,64.164,6.3413
2018-02-19 00:00:00,0.71632,13637.0,3.2505,0.81123,107.03,56.586,64.738,6.346
2018-02-26 00:00:00,0.72158,13733.0,3.2476,0.81539,106.63,56.434,65.048,6.3288
2018-03-05 00:00:00,0.72133,13767.0,3.2417,0.80847,106.14,56.844,65.05,6.3327
2018-03-12 00:00:00,0.71747,13745.0,3.2666,0.8105,106.38,57.12,64.921,6.3222
2018-03-19 00:00:00,0.71048,13763.0,3.2976,0.81255,105.85,57.479,65.142,6.3289
2018-03-26 00:00:00,0.70759,13744.0,3.3166,0.80802,105.9,57.313,65.045,6.2842
2018-04-02 00:00:00,0.71268,13768.0,3.3337,0.815,106.72,57.723,65.006,6.2999
2018-04-09 00:00:00,0.70477,13764.0,3.3935,0.8105,107.13,62.197,65.148,6.2904
2018-04-16 00:00:00,0.70291,13806.0,3.403,0.809,107.31,61.561,65.739,6.2836
2018-04-23 00:00:00,0.71834,13892.0,3.4675,0.82136,108.94,62.182,66.637,6.3202
